"","1B","2B","3B","HR","FO","K","BB","other"
"(Intercept)",-3.32679767493075,-3.90483897745022,-6.54021847418625,-4.37206513755437,-3.00914199799457,-3.17815841606581,-3.87184163340799,-6.46858764156114
"X1B_proba",10.117871966121,19.1146319774645,187.319995199931,33.2663153268069,6.1263635770222,8.81009483743102,16.8692764969237,151.974608268661
