"","1B","2B","3B","HR","FO","K","BB","other"
"False",0,-0.0216986005519703,-0.0485499701995331,-0.0447393947263464,0.0125852630653778,0.0105059498818485,-0.0438139479262125,0
"True",0,0.0221118021418502,0.0498143695395058,0.056291804900393,-0.0125570232386402,-0.00978327065998851,0.0448793513755642,0
