"","1B","2B","3B","HR","FO","K","BB","other"
"80",0.00387560617239852,0.00904948633661719,0,-0.000169411441328698,-6.89938283733431e-11,-0.0264996481599899,0.000312350553640726,0.0197951976255969
"81",0.0121470997216505,-0.00368668755086215,0,0.0033214021451676,1.04035741659893e-09,0.00211484679156475,-0.0228574276554471,-0.0707855794930125
"82",0.011989336746408,0.000269808597095543,0,0.00185131866810314,1.77365588496639e-09,-0.0515744419771463,0.00868379318012651,0.0642439759358111
"83",0.00167836142585611,-0.00544795851345229,0,0.0119742992451761,-2.83301070263669e-09,0.0181303211350155,0.00110355719945075,-0.000168287619400115
"84",0.000620210793492271,0.00383083926528596,0,0.0056466251257783,-4.97667440532095e-10,0.0050128154516419,-0.0154393567463099,-0.120285239035709
"85",0.0148573124218919,-0.000144740272725201,0,0.00815136830730664,-1.94766759096221e-09,-0.0141349419534057,0.00226326284067504,-0.11361366101065
"86",0.00448663045869561,0.000845928245528123,0,0.000239410410618687,-2.00002274430855e-09,0.0257846095422272,-0.0105227707979212,-0.0693540690487353
"87",-0.00215703321408377,0.00059248099908805,0,0.00360069078689211,-5.3882224539394e-10,0.0120240607803963,-0.00700977495845398,-0.00470731408634802
"88",0.00621862356288159,0.0036760818177266,0,0.00716083627722766,-1.23749673636625e-09,-0.00156770824299097,-0.00806089949955612,-0.11447410759093
"89",0.00387128316310991,0.000355304387694542,0,-0.0012359934388477,-1.63240695083936e-09,0.0211206126698405,-0.00298976481338653,-0.066134571119567
"90",-0.00856107643505996,-0.00374824638970595,0,0.00218204038889253,-1.63122330707743e-09,0.0154832480560233,0.0113840686644303,0.155680433289132
"91",0.00560616592651578,-0.00187104944135675,0,-0.00234199819757148,-4.63274749148705e-10,-0.00162633520948566,0.00305763518993846,0.0118591771421147
"92",0.00816546409226722,0.00233011332165662,0,0.00359780803670146,-3.85184181907597e-10,-0.0181536254470736,-0.00147782627676421,-0.0600619883686038
"93",0.000128960505030749,-0.00101642633073317,0,-6.17202997471495e-06,1.7470090791543e-09,-0.0231781769218927,0.00125378644625866,0.00849282189145752
"94",0.0145823148677966,0.00380896806444439,0,0.0017720687452084,-2.41890665711885e-09,-0.00850126150226901,4.20716721932351e-05,0.0400766854268816
"95",-0.000461874482723887,0.00252311546635618,0,-0.00159650756906316,3.51841310289317e-10,-0.00694197288900088,-1.6636376924127e-06,-0.0233667636609323
"96",0.00614837903170394,0.000685666115641955,0,0.00259166784618416,-1.38216405342593e-09,0.00622218502182272,-0.00347805969068969,-0.0284472217579687
"97",0.00186922877022183,6.46496414646655e-05,0,-0.000174104687283242,-3.19624557731185e-10,0.00835239192467557,-0.0047150868036608,-0.0253685750196205
"98",0.00503563533577327,-0.00011118671175926,0,-0.0020512343844451,-8.33364263726772e-10,0.0077109934690087,-0.00073596834657226,-0.0151466186518164
"102",-0.00047393426594608,-0.000393068087084672,0,-0.000153990291922866,-4.49346189915153e-11,0.000199496758127697,0.00112289471555728,-0.00443482243296584
"103",0.0087828229882299,-0.000666697575094184,0,-0.00178761262643587,-2.14315537080259e-11,-0.00872061645897342,7.76241796576331e-05,-0.0198824684877674
