"","1B","2B","3B","HR","FO","K","BB","other"
"483912",0.0230236193108122,0,0,0.0343968790195414,0.00298978406105929,-0.0521107429239463,-0.00566630262851547,0.0133693369952864
"483919",-0.00580014336903804,0,0,0.0276045949356791,0.000901277295625236,0.0146953584952528,0.000310645896747499,-0.0378706368808188
"484183",0.0132300234489777,0,0,-0.0216133332000141,-0.0174338504586194,0.10045347104461,-0.00253221431077172,-0.0260564357871848
"484198",0.00377154256920638,0,0,0.0531958338957759,-0.000982896403999712,-0.0210345641621735,0.00386568005059979,-0.00951670233671182
"484499",-0.0156205658579792,0,0,0.0248761188952379,0.000196297647675417,0.0181850845242458,0.00103629375057451,0.0726319586882077
"489985",-0.0224326197865275,0,0,0.0734060906511698,0.0138983192903933,-0.0165072444461855,-0.00730594791415269,0.0221365960753945
"490319",-0.0107298896280286,0,0,0.0719561597944746,-0.00355187538436229,0.03586538952981,-0.00252622913215884,0.0725112594892721
"503077",0.0514240187054255,0,0,0.000851368058267425,-0.00566202238217824,-0.0100990621269855,-0.00921494748988761,-0.0335771084270401
"503490",-0.00367607175287347,0,0,-0.0404903271043254,0.0015435427262704,-0.00153555699934003,-0.00114387910948578,-0.0221215502182873
"503493",0.0496975143622734,0,0,0.00794229487224628,-0.0128898240387125,-0.0134784834537313,-0.00212165930965242,0.0177725672905584
"503502",-0.0354740666847378,0,0,0.0947278298303323,0.0149681813585082,-0.0593628926867463,0.0078336251714487,-0.0335124967380637
"503586",0.00348898092150858,0,0,0.0359618955912045,0.000371081642595138,-0.00441484081298063,-0.00155366876995458,0.0164337703352647
"504381",0.0410041217804353,0,0,-0.0180931573843486,-0.00998904047732804,-0.00472130555893199,0.000257814705479869,-0.0109873168836288
"511890",0.0251945396988341,0,0,0.0463745096285783,0.00629055944974619,-0.0641501689052883,-0.00292965321078208,-0.00125670056530731
"521051",-0.0198204905719342,0,0,-0.0169007439612033,0.00157656260294008,0.0340469510693819,-0.00700805591900538,-0.00261158033348269
"521251",-0.0177028462486199,0,0,0.000276603350206276,-0.00417611752452629,0.0876360727744293,-0.00465328804424916,0.0914625585408835
"521889",0.0233615240895388,0,0,-0.0125708504296146,-0.00479033325634956,-0.0467649089585203,0.0136506020955783,0.0416733652850038
"524988",-0.00420119360074459,0,0,0.0599008019524765,-0.00265950957965491,-0.00162183850666,-0.00376029078093999,-0.0281384395295398
"544728",0.00100033181232545,0,0,0.0304351891543827,0.00311461042072047,-0.0574219501617031,0.00575719641050253,-0.013986857102895
"545402",0.00555224740641222,0,0,0.0191151321368623,-0.00722518531560098,0.0433525527421779,-0.00196100909864443,-0.00990985918368403
"547380",0.0100558662851367,0,0,0.14282995090593,-0.00505309575031759,-0.0438057943137977,-0.00342110311016354,0.0442753646000291
"573596",0.0154079504054412,0,0,-0.0135703393695369,-0.00342297837296702,-0.00050644826644075,0.00108299257429186,-0.0387622930933139
"573597",-0.00150859468055714,0,0,-0.0240575787503802,-0.00214552894513721,0.0474217366814755,-0.006243124644925,0.0214849409423772
"575629",-0.00647039943857606,0,0,0.0121689382301332,0.00334333418185335,-0.0134589062055604,0.000436768458475109,0.0202247561761619
"577468",-0.0143500948721394,0,0,0.0343069242143339,0.00178291604251808,0.00843510979970975,0.0052824717913205,-0.00137176950024823
"594151",0.00156572118320413,0,0,-0.0790549776721712,0.00300070824178784,0.00287379597966427,0.00571143459091581,-0.0457942629532758
"596740",-0.0196200877859292,0,0,-0.113433517170731,0.00930526371815425,-0.0105114124440689,0.0109627366885902,-0.0503444428852589
"596805",-0.00931171109684828,0,0,-0.038279936822084,-0.000293052393951342,-0.00519820853198141,0.00571234713016468,0.031293267315104
"596809",-0.0185336229600162,0,0,-0.0395822644195894,-0.00110494902849471,0.0421559342202641,0.00173208599510826,-0.00230913026392478
"605672",-0.014688348709922,0,0,0.0453087361222832,0.00134961100474342,0.025449258685,-0.00521162624458045,0.0606035794722968
"605673",0.0107363897908924,0,0,0.000534165121495473,0.00113121598085855,-0.0111101479587465,-0.000687351512964402,-0.00329117477852435
"639723",0.0017970875575139,0,0,0.0127414426758262,-0.00281461676649446,0.0238316776816989,-0.00219753356683786,0.0120762804169869
